6/13/23 Green Purple 4 2
6/14/23 Red Orange
6/20/23 Red Green
6/21/23 Purple Orange
6/27/23 Green Orange
6/28/23 Red Purple
7/11/23 Orange Purple
7/12/23 Purple Green
7/18/23 Purple Orange
7/19/23 Green Red
7/25/23 Red Purple
7/26/23 Orange Green
8/1/23 Purple Green
8/2/23 Red Orange
8/8/23 Green Red
8/9/23 Orange Purple
8/15/23 Purple Red
8/16/23 Green Orange
